,Name,Artists,Genre,solo_genre,og_genre_count
3922,Freedom,Beyonce,"West Coast,Rap,R&;B",r&b,3
3923,Freedom,Paul McCartney,"Brit Pop,UK,British Rock,Rock",pop,4
3925,Freedom,Paul McCartney,"Brit Pop,UK,British Rock,Rock",rock,4
3926,Freek,A,"Electronic,Rap",dance/electronic/house,2
3927,Freek,A,"Electronic,Rap",rap,2
3928,Freeze,T,"Trap,Rap",rap,2
3929,Fresh Azimiz,Bow Wow,Rap,rap,1
3930,Fresh Eyes,Andy Grammer,Pop,pop,1
3931,Frick Park Market,Mac Miller,Rap,rap,1
3933,Friday,Glee Cast,"Screen,Soundtrack,Pop",pop,3
3935,Friday,Rebecca Black,"Memes,Pop",pop,2
3936,Friday Night,Eric Paslay,Country,country,1
3938,Friends,J. Cole,"Boom Bap,Live,Rap",rap,3
3939,Friends,Justin Bieber + BloodPop,"Dance-Pop,Dance,Pop",pop,3
3940,Friends,Justin Bieber + BloodPop,"Dance-Pop,Dance,Pop",dance/electronic/house,3
3941,Friends,"Marshmello, Anne","Pop-Rock,EDM,Dance-Pop,Electro-Pop,Electronic,Dance,Pop",pop,7
3943,Friends,"Marshmello, Anne","Pop-Rock,EDM,Dance-Pop,Electro-Pop,Electronic,Dance,Pop",dance/electronic/house,7
3944,Friends,The Carters,Rap,rap,1
3945,From A Table Away,Sunny Sweeney,Pop,pop,1
3946,From Tha Chuuuch To Da Palace,Snoop Dogg,Rap,rap,1
3948,From The Bottom Of My Broken Heart,Britney Spears,"Ballad,Teen Pop,Pop",pop,3
3949,From The Ground Up,Dan + Shay,Country,country,1
3951,From Time,Drake,"Canada,Rap",rap,2
3952,From Where You Are,Lifehouse,Rock,rock,1
3953,From Yesterday,Thirty Seconds To Mars,"Alternative Rock,Rock",rock,2
3954,Frontin',Pharrell,"Hip-Hop,Producer,Pop,R&;B,Rap",hip hop,5
3956,Frontin',Pharrell,"Hip-Hop,Producer,Pop,R&;B,Rap",pop,5
3957,Frontin',Pharrell,"Hip-Hop,Producer,Pop,R&;B,Rap",r&b,5
3958,Frontin',Pharrell,"Hip-Hop,Producer,Pop,R&;B,Rap",rap,5
3959,Froze,Meek Mill,"Trap,Rap",rap,2
3960,Full Moon,Brandy,R&;B,r&b,1
3961,Fun,Pitbull,"Rap,R&;B",rap,2
3962,Fun,Pitbull,"Rap,R&;B",r&b,2
3964,Funhouse,P!nk,"Funk,Pop,Rock",pop,3
3965,Funhouse,P!nk,"Funk,Pop,Rock",rock,3
3966,Funkytown,Alvin And The Chipmunks,Pop,pop,1
3967,Funny The Way It Is,Dave Matthews Band,"Adult Alternative,Alternative Rock,Folk Rock,Rock",alternative/indie,4
3968,Funny The Way It Is,Dave Matthews Band,"Adult Alternative,Alternative Rock,Folk Rock,Rock",rock,4
3970,Furthest Thing,Drake,"Canada,Rap",rap,2
3972,G.N.O.,Miley Cyrus,"Soundtrack,Pop",pop,2
3973,G.R.I.N.D.,Asher Roth,Rap,rap,1
3974,G.U.Y.,Lady Gaga,"Electronic,Pop",dance/electronic/house,2
3975,G.U.Y.,Lady Gaga,"Electronic,Pop",pop,2
3976,GIRL,Maren Morris,"Pop,Country,Pop Country",pop,3
3977,GIRL,Maren Morris,"Pop,Country,Pop Country",country,3
3978,Gal Yuh Ah Lead,T.O.K.,Pop,pop,1
3979,Gallery,Mario Vazquez,Rap,rap,1
3981,Galway Girl,Ed Sheeran,"Folk,Ireland,Rap,Celtic,UK,Pop",rap,6
3982,Galway Girl,Ed Sheeran,"Folk,Ireland,Rap,Celtic,UK,Pop",pop,6
3983,Game Over,Lil' Flip,Rap,rap,1
3985,Game's Pain,The Game,"West Coast,Rap",rap,2
3986,Games,Luke Bryan,Country,country,1
3987,Gang Gang,Migos,"R&;B,Motown,Rap",r&b,3
3989,Gang Gang,Migos,"R&;B,Motown,Rap",rap,3
3991,Gangnam Style,PSY,"English Translation,Translation,Electro-Pop,Pop,YouTube,Memes,K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d),Korean",pop,8
3992,Gangsta,Kehlani,R&;B,r&b,1
3993,Gangsta Girl,Big Tymers,Rap,rap,1
3994,Gangsta Lovin',Eve,Rap,rap,1
3995,Gangsta Luv,Snoop Dogg,Rap,rap,1
3997,Gangsta Nation,Westside Connection,"West Coast,Gangsta Rap,Rap",rap,3
3999,Gas Pedal,Sage The Gemini,"West Coast,Rap",rap,2
4001,Gasolina,Daddy Yankee,"Latin Urban,Hip-Hop,Rap,Puerto Rico,Latin Pop,En Espa\xc3\xb1ol,Latin Music,Reggaeton",hip hop,8
4002,Gasolina,Daddy Yankee,"Latin Urban,Hip-Hop,Rap,Puerto Rico,Latin Pop,En Espa\xc3\xb1ol,Latin Music,Reggaeton",rap,8
4003,Gasolina,Daddy Yankee,"Latin Urban,Hip-Hop,Rap,Puerto Rico,Latin Pop,En Espa\xc3\xb1ol,Latin Music,Reggaeton",pop,8
4004,Genie In A Bottle,Christina Aguilera,"Dance-Pop,Pop",pop,2
4006,Gentleman,PSY,"Korean,Memes,K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d),Pop",pop,4
4007,Georgia,Carolyn Dawn Johnson,Pop,pop,1
4008,Georgia,"Ludacris, Field Mob",Rap,rap,1
4009,Georgia Clay,Josh Kelley,Pop,pop,1
4010,Georgia Rain,Trisha Yearwood,Pop,pop,1
4011,Geronimo,Sheppard,Rock,rock,1
4012,Get Along,Kenny Chesney,Country,country,1
4013,Get Back,Demi Lovato,"Pop-Rock,Pop,Rock",pop,3
4014,Get Back,Demi Lovato,"Pop-Rock,Pop,Rock",rock,3
4015,Get Back,Ludacris,Rap,rap,1
4016,Get Back Up,T.I.,Rap,rap,1
4017,Get Buck,Young Buck,Rap,rap,1
4018,Get Buck In Here,DJ Felli Fel,Rap,rap,1
4019,Get Busy,Sean Paul,"Pop,Reggae,Jamaica,Dancehall",pop,4
4021,Get Busy,Sean Paul,"Pop,Reggae,Jamaica,Dancehall",dance/electronic/house,4
4022,Get By,Talib Kweli,"Conscious Hip-Hop,East Coast,Rap",hip hop,3
4024,Get By,Talib Kweli,"Conscious Hip-Hop,East Coast,Rap",rap,3
4025,Get Dripped,Lil Yachty,"Cloud Rap,Motown,Trap,Rap",rap,4
4027,Get Drunk And Be Somebody,Toby Keith,"Country,Rock",country,2
4028,Get Drunk And Be Somebody,Toby Keith,"Country,Rock",rock,2
4029,Get Gone,Ideal,"R&;B,Pop",r&b,2
4030,Get Gone,Ideal,"R&;B,Pop",pop,2
4031,Get Her Back,Robin Thicke,"R&;B,Pop",r&b,2
4032,Get Her Back,Robin Thicke,"R&;B,Pop",pop,2
4033,Get It On Tonite,Montell Jordan,R&;B,r&b,1
4034,Get It Poppin',Fat Joe,Rap,rap,1
4036,Get It Right,Glee Cast,"Ballad,Screen,Soundtrack,Pop",pop,4
4037,Get It Shawty,Lloyd,"Pop,R&;B,Rap",pop,3
4038,Get It Shawty,Lloyd,"Pop,R&;B,Rap",r&b,3
4039,Get It Shawty,Lloyd,"Pop,R&;B,Rap",rap,3
4040,Get It Started,Pitbull,"Electronic,Pop,Rap",dance/electronic/house,3
4041,Get It Started,Pitbull,"Electronic,Pop,Rap",pop,3
4042,Get It Started,Pitbull,"Electronic,Pop,Rap",rap,3
4044,Get It Together,Drake,"Afrobeats,South Africa,Dancehall,UK,R&;B,Canada,Rap",dance/electronic/house,7
4045,Get It Together,Drake,"Afrobeats,South Africa,Dancehall,UK,R&;B,Canada,Rap",r&b,7
4046,Get It Together,Drake,"Afrobeats,South Africa,Dancehall,UK,R&;B,Canada,Rap",rap,7
4047,Get Like Me,David Banner,"R&;B,Rap",r&b,2
4048,Get Like Me,David Banner,"R&;B,Rap",rap,2
4049,Get Low,"Dillon Francis, DJ Snake","Electronic,Rock",dance/electronic/house,2
4050,Get Low,"Dillon Francis, DJ Snake","Electronic,Rock",rock,2
4052,Get Low,"Lil Jon, The East Side Boyz","Dirty South,Crunk,Rap",rap,3
4053,Get Low,Waka Flocka Flame,Rap,rap,1
4055,Get Low,"Zedd, Liam Payne","UK,Brit Pop,Electronic,Dance,Pop",pop,5
4056,Get Low,"Zedd, Liam Payne","UK,Brit Pop,Electronic,Dance,Pop",dance/electronic/house,5
4057,Get Lucky,Daft Punk,"Dance,Electro-Pop,R&;B,Adult Alternative,Adult Contemporary,Funk,Disco,Pop",dance/electronic/house,8
4058,Get Lucky,Daft Punk,"Dance,Electro-Pop,R&;B,Adult Alternative,Adult Contemporary,Funk,Disco,Pop",pop,8
4059,Get Lucky,Daft Punk,"Dance,Electro-Pop,R&;B,Adult Alternative,Adult Contemporary,Funk,Disco,Pop",r&b,8
4060,Get Lucky,Daft Punk,"Dance,Electro-Pop,R&;B,Adult Alternative,Adult Contemporary,Funk,Disco,Pop",alternative/indie,8
4062,Get Me Bodied,Beyonce,"R&;B,Pop",r&b,2
4063,Get Me Bodied,Beyonce,"R&;B,Pop",pop,2
4064,Get Me Some Of That,Thomas Rhett,Country,country,1
4065,Get My Drink On,Toby Keith,"Country,Rock",country,2
4066,Get My Drink On,Toby Keith,"Country,Rock",rock,2
4067,Get No Better,Cassidy,Pop,pop,1
4069,Get On Your Boots,U2,"Ireland,Rock",rock,2
4070,Get On Your Knees,Nicki Minaj,"Pop,Rap",pop,2
4071,Get On Your Knees,Nicki Minaj,"Pop,Rap",rap,2
4072,Get Over Yourself,Eden's Crush,R&;B,r&b,1
4073,Get Right,Jennifer Lopez,"Pop,R&;B",pop,2
4074,Get Right,Jennifer Lopez,"Pop,R&;B",r&b,2
4075,Get Right Witcha,Migos,"Trap,Rap",rap,2
4076,Get Silly,V.I.C.,Rap,rap,1
4077,Get The Party Started,P!nk,"Dance-Pop,Dance,Pop",pop,3
4078,Get The Party Started,P!nk,"Dance-Pop,Dance,Pop",dance/electronic/house,3
4079,Get Ugly,Jason Derulo,"Pop,R&;B",pop,2
4080,Get Ugly,Jason Derulo,"Pop,R&;B",r&b,2
4081,Get Up,50 Cent,Rap,rap,1
4083,Get Up,Amel Larrieux,"Soul,Neo Soul,R&;B",r&b,3
4085,Get Up,Ciara,"Soundtrack,Pop,Dance,Electro-Pop,R&;B,Rap",pop,6
4086,Get Up,Ciara,"Soundtrack,Pop,Dance,Electro-Pop,R&;B,Rap",dance/electronic/house,6
4087,Get Up,Ciara,"Soundtrack,Pop,Dance,Electro-Pop,R&;B,Rap",r&b,6
4088,Get Up,Ciara,"Soundtrack,Pop,Dance,Electro-Pop,R&;B,Rap",rap,6
4089,Get Up 10,Cardi B,"Trap,Cloud Rap,Rap",rap,3
4090,Get Ur Freak On,"Missy ""Misdemeanor"" Elliott","Dance-Pop,Dance,Hip-Hop,Alternative,Rap",pop,5
4091,Get Ur Freak On,"Missy ""Misdemeanor"" Elliott","Dance-Pop,Dance,Hip-Hop,Alternative,Rap",dance/electronic/house,5
4092,Get Ur Freak On,"Missy ""Misdemeanor"" Elliott","Dance-Pop,Dance,Hip-Hop,Alternative,Rap",hip hop,5
4093,Get Ur Freak On,"Missy ""Misdemeanor"" Elliott","Dance-Pop,Dance,Hip-Hop,Alternative,Rap",alternative/indie,5
4094,Get Ur Freak On,"Missy ""Misdemeanor"" Elliott","Dance-Pop,Dance,Hip-Hop,Alternative,Rap",rap,5
4095,Get Used To It,Justin Bieber,"Electronic,Dance-Pop,Dance,Canada,Pop",dance/electronic/house,5
4096,Get Used To It,Justin Bieber,"Electronic,Dance-Pop,Dance,Canada,Pop",pop,5
4099,Get You,Daniel Caesar,"Canada,R&;B",r&b,2
4100,Get Your Shine On,Florida Georgia Line,"Country,Rock",country,2
4101,Get Your Shine On,Florida Georgia Line,"Country,Rock",rock,2
4103,Get'cha Head In The Game,Andrew Seeley,"Disney,Soundtrack,Pop",pop,3
4104,Gettin' Over You,"David Guetta, Chris Willis","Dance,Electro-Pop,Electronic,Pop",dance/electronic/house,4
4105,Gettin' Over You,"David Guetta, Chris Willis","Dance,Electro-Pop,Electronic,Pop",pop,4
4106,Gettin' Some,Shawnna,Rap,rap,1
4107,Gettin' You Home,Chris Young,Country,country,1
4108,Getting Away With Murder,Papa Roach,"Alternative Rock,Rock",rock,2
4109,Ghetto,Akon,"R&;B,Rap",r&b,2
4110,Ghetto,Akon,"R&;B,Rap",rap,2
4111,Ghetto Girls,Lil Bow Wow,Rap,rap,1
4112,Ghetto Story Chapter 2,Cham,"Pop,Remix,R&;B,Reggae,Dancehall",pop,5
4114,Ghetto Story Chapter 2,Cham,"Pop,Remix,R&;B,Reggae,Dancehall",r&b,5
4115,Ghetto Story Chapter 2,Cham,"Pop,Remix,R&;B,Reggae,Dancehall",dance/electronic/house,5
4117,Ghost,Ella Henderson,"Soul,Adult Contemporary,Adult Alternative,Blue-Eyed Soul,R&;B,Brit Pop,Soul Pop,Pop",alternative/indie,8
4118,Ghost,Ella Henderson,"Soul,Adult Contemporary,Adult Alternative,Blue-Eyed Soul,R&;B,Brit Pop,Soul Pop,Pop",r&b,8
4119,Ghost,Ella Henderson,"Soul,Adult Contemporary,Adult Alternative,Blue-Eyed Soul,R&;B,Brit Pop,Soul Pop,Pop",pop,8
4120,Ghost Town,Adam Lambert,"House,Pop-Rock,Glam Rock,Rock,Electronic,Pop",dance/electronic/house,6
4121,Ghost Town,Adam Lambert,"House,Pop-Rock,Glam Rock,Rock,Electronic,Pop",pop,6
4122,Ghost Town,Adam Lambert,"House,Pop-Rock,Glam Rock,Rock,Electronic,Pop",rock,6
4124,Ghost Town,Kanye West,"Canada,Alternative Rock,Experimental,Rap",rock,4
4125,Ghost Town,Kanye West,"Canada,Alternative Rock,Experimental,Rap",rap,4
4127,Ghostface Killers,"21 Savage, Offset, Metro Boomin","Atlanta,Trap,Rap",rap,3
4128,Ghostin,Ariana Grande,"Dream-Pop,Ballad,R&;B,Pop",pop,4
4130,Ghostin,Ariana Grande,"Dream-Pop,Ballad,R&;B,Pop",r&b,4
4132,Ghosts That We Knew,"Mumford, Sons","UK,Rock",rock,2
4133,Gigolo,Nick Cannon,Rap,rap,1
4134,Gimme More,Britney Spears,"Dance-Pop,Pop",pop,2
4136,Gimme That,Chris Brown,"DMV,Remix,R&;B,Rap",r&b,4
4137,Gimme That,Chris Brown,"DMV,Remix,R&;B,Rap",rap,4
4139,Gimme The Light,Sean Paul,"Jamaica,Dancehall,Rap",dance/electronic/house,3
4140,Gimme The Light,Sean Paul,"Jamaica,Dancehall,Rap",rap,3
4141,Gimmie That Girl,Joe Nichols,Country,country,1
4142,Ginza,J Balvin,"Rap,Latin Music,Reggaeton,En Espa\xc3\xb1ol",rap,4
4144,Girl,Beck,"Adult Alternative,Pop-Rock,Experimental Folk,Electronic Rock,Alternative Rock,Alternative,Rock",alternative/indie,7
4145,Girl,Beck,"Adult Alternative,Pop-Rock,Experimental Folk,Electronic Rock,Alternative Rock,Alternative,Rock",pop,7
4147,Girl,Beck,"Adult Alternative,Pop-Rock,Experimental Folk,Electronic Rock,Alternative Rock,Alternative,Rock",rock,7
4149,Girl,Destiny's Child,"Producer,R&;B,Pop",r&b,3
4150,Girl,Destiny's Child,"Producer,R&;B,Pop",pop,3
4151,Girl,Paul Wall,Rap,rap,1
4152,Girl All The Bad Guys Want,Bowling For Soup,"Pop-Punk,Pop,Rock",pop,3
4153,Girl All The Bad Guys Want,Bowling For Soup,"Pop-Punk,Pop,Rock",rock,3
4155,Girl Crush,Little Big Town,"Ballad,Country,Rock",country,3
4156,Girl Crush,Little Big Town,"Ballad,Country,Rock",rock,3
4158,Girl In A Country Song,"Maddie, Tae","Satire,Pop Country,Country,Rock",country,4
4159,Girl In A Country Song,"Maddie, Tae","Satire,Pop Country,Country,Rock",rock,4
4160,Girl Like You,Jason Aldean,Country,country,1
4161,Girl Next Door,Musiq Soulchild,R&;B,r&b,1
4162,Girl Next Door,Saving Jane,Rock,rock,1
4163,Girl On Fire,Alicia Keys,"Pop,R&;B,Rap",pop,3
4164,Girl On Fire,Alicia Keys,"Pop,R&;B,Rap",r&b,3
4165,Girl On Fire,Alicia Keys,"Pop,R&;B,Rap",rap,3
4166,Girl On TV,LFO,Rock,rock,1
4167,Girl Talk,TLC,"Pop,R&;B,Rap",pop,3
4168,Girl Talk,TLC,"Pop,R&;B,Rap",r&b,3
4169,Girl Talk,TLC,"Pop,R&;B,Rap",rap,3
4170,Girl Tonite,Twista,"R&;B,Rap",r&b,2
4171,Girl Tonite,Twista,"R&;B,Rap",rap,2
4172,Girlfriend,Avril Lavigne,"Pop-Rock,Pop-Punk,Canada,Pop",pop,4
4175,Girlfriend,B2K,"Boy Band,Hip-Hop,Pop,R&;B,Rap",hip hop,5
4176,Girlfriend,B2K,"Boy Band,Hip-Hop,Pop,R&;B,Rap",pop,5
4177,Girlfriend,B2K,"Boy Band,Hip-Hop,Pop,R&;B,Rap",r&b,5
4178,Girlfriend,B2K,"Boy Band,Hip-Hop,Pop,R&;B,Rap",rap,5
4179,Girlfriend,"Bow Wow, Omarion","R&;B,Rap",r&b,2
4180,Girlfriend,"Bow Wow, Omarion","R&;B,Rap",rap,2
4181,Girls Chase Boys,Ingrid Michaelson,"Pop-Rock,Pop,Indie Pop",pop,3
4183,Girls Dem Sugar,Beenie Man,"Jamaica,Pop,R&;B,Dancehall,Rap",pop,5
4184,Girls Dem Sugar,Beenie Man,"Jamaica,Pop,R&;B,Dancehall,Rap",r&b,5
4185,Girls Dem Sugar,Beenie Man,"Jamaica,Pop,R&;B,Dancehall,Rap",dance/electronic/house,5
4186,Girls Dem Sugar,Beenie Man,"Jamaica,Pop,R&;B,Dancehall,Rap",rap,5
4188,Girls In Their Summer Clothes,Bruce Springsteen,"Contemporary Folk,Folk,Folk Rock,Rock",rock,4
4190,Girls Just Want To Have Fun,Glee Cast,"Screen,Soundtrack,Pop",pop,3
4191,Girls Lie Too,Terri Clark,Country,country,1
4192,Girls Like You,Maroon 5,"Pop-Rock,East Coast,Remix,Rap,Pop",pop,5
4194,Girls Like You,Maroon 5,"Pop-Rock,East Coast,Remix,Rap,Pop",rap,5
4196,Girls Need Love,"Summer Walker, Drake","Atlanta,Canada,Remix,R&;B",r&b,4
4198,Girls Talk Boys,5 Seconds Of Summer,"Australia,Pop",pop,2
4200,"Girls, Girls, Girls",JAY,"Producer,Rap",rap,2
4201,Give A Little Bit,Goo Goo Dolls,Rock,rock,1
4202,Give A Little More,Maroon 5,Pop,pop,1
4203,Give In To Me,"Garrett Hedlund, Leighton Meester",Pop,pop,1
4204,Give It 2 Me,Madonna,"Dance-Pop,Pop",pop,2
4205,Give It 2 U,Robin Thicke,"R&;B,Pop",r&b,2
4206,Give It 2 U,Robin Thicke,"R&;B,Pop",pop,2
4207,Give It All We Got Tonight,George Strait,"Country,Rock",country,2
4208,Give It All We Got Tonight,George Strait,"Country,Rock",rock,2
4209,Give It Away,George Strait,"Country,Rock",country,2
4210,Give It Away,George Strait,"Country,Rock",rock,2
4212,Give It To Her,"Tanto Metro, Devonte","Jamaica,Dancehall,Pop",dance/electronic/house,3
4213,Give It To Her,"Tanto Metro, Devonte","Jamaica,Dancehall,Pop",pop,3
4215,Give It To Me,Timbaland,"Beef,Portugal,Canada,West Coast,Dance-Pop,Dance,R&;B,Electro-Pop,Electro,Pop,Rap",pop,11
4216,Give It To Me,Timbaland,"Beef,Portugal,Canada,West Coast,Dance-Pop,Dance,R&;B,Electro-Pop,Electro,Pop,Rap",dance/electronic/house,11
4217,Give It To Me,Timbaland,"Beef,Portugal,Canada,West Coast,Dance-Pop,Dance,R&;B,Electro-Pop,Electro,Pop,Rap",r&b,11
4218,Give It To Me,Timbaland,"Beef,Portugal,Canada,West Coast,Dance-Pop,Dance,R&;B,Electro-Pop,Electro,Pop,Rap",rap,11
4219,Give It To You,Jordan Knight,Pop,pop,1
4221,Give It Up To Me,Sean Paul,"Jamaica,Dancehall,Rap",dance/electronic/house,3
4222,Give It Up To Me,Sean Paul,"Jamaica,Dancehall,Rap",rap,3
4223,Give It Up To Me,Shakira,"Rap,Synth-Pop,Pop",rap,3
4224,Give It Up To Me,Shakira,"Rap,Synth-Pop,Pop",pop,3
4226,Give Me A Sign,Breaking Benjamin,"Post-Grunge,Alternative Metal,Rock",alternative/indie,3
4227,Give Me A Sign,Breaking Benjamin,"Post-Grunge,Alternative Metal,Rock",rock,3
4228,Give Me All Your Luvin',Madonna,Pop,pop,1
4229,Give Me Back My Hometown,Eric Church,"Country,Rock",country,2
4230,Give Me Back My Hometown,Eric Church,"Country,Rock",rock,2
4231,Give Me Everything,Pitbull,"R&;B,Electro-Pop,Pop,Rap",r&b,4
4232,Give Me Everything,Pitbull,"R&;B,Electro-Pop,Pop,Rap",pop,4
4233,Give Me Everything,Pitbull,"R&;B,Electro-Pop,Pop,Rap",rap,4
4234,Give Me Just One Night,98 Degrees,"Latin Pop,Pop",pop,2
4235,Give Me That,Webbie,Rap,rap,1
4236,Give Me You,Mary J. Blige,"Soul Pop,Pop,Soul,R&;B",pop,4
4238,Give Me You,Mary J. Blige,"Soul Pop,Pop,Soul,R&;B",r&b,4
4239,Give You What You Want,Chico DeBarge,Pop,pop,1
4240,Give Your Heart A Break,Demi Lovato,"Pop,R&;B",pop,2
4241,Give Your Heart A Break,Demi Lovato,"Pop,R&;B",r&b,2
4243,Given Up,Linkin Park,"Metalcore,Metal,Alternative Rock,Alternative Metal,Hard Rock,Rock",rock,6
4244,Given Up,Linkin Park,"Metalcore,Metal,Alternative Rock,Alternative Metal,Hard Rock,Rock",alternative/indie,6
4246,Gives You Hell,Glee Cast,"Screen,Soundtrack,TV,Cover,Pop",pop,5
4247,Gives You Hell,The All,"Pop-Rock,Rock",pop,2
4248,Gives You Hell,The All,"Pop-Rock,Rock",rock,2
4249,Glad You Came,Glee Cast,Pop,pop,1
4250,Glad You Came,The Wanted,"Dance-Pop,Pop",pop,2
4251,Glamorous,Fergie,"Hip-Hop,R&;B,Pop,Rap",hip hop,4
4252,Glamorous,Fergie,"Hip-Hop,R&;B,Pop,Rap",r&b,4
4253,Glamorous,Fergie,"Hip-Hop,R&;B,Pop,Rap",pop,4
4254,Glamorous,Fergie,"Hip-Hop,R&;B,Pop,Rap",rap,4
4255,Glass,Thompson Square,Country,country,1
4256,Glitter In The Air,P!nk,"R&;B,Pop",r&b,2
4257,Glitter In The Air,P!nk,"R&;B,Pop",pop,2
4259,Global,Lil Baby,"Motown,Trap,Rap",rap,3
4260,Glorious,Macklemore,"Pop,Rap",pop,2
4261,Glorious,Macklemore,"Pop,Rap",rap,2
4263,Glory,"Common, John Legend","Civil Rights,Screen,Rap,R&;B",rap,4
4264,Glory,"Common, John Legend","Civil Rights,Screen,Rap,R&;B",r&b,4
4265,Glory And Gore,Lorde,"Alternative,New Zealand,Art Pop,Electro-Pop,Adult Alternative,Chill,Dark Ambient,Dark Pop,Pop,Alternative Pop",alternative/indie,10
4267,Glory And Gore,Lorde,"Alternative,New Zealand,Art Pop,Electro-Pop,Adult Alternative,Chill,Dark Ambient,Dark Pop,Pop,Alternative Pop",pop,10
4268,Glow,Drake,"R&;B,Canada,Soul,Rap",r&b,4
4270,Glow,Drake,"R&;B,Canada,Soul,Rap",rap,4
4271,Gnarly,Kodak Black,"Cloud Rap,Trap,Rap",rap,3
4272,Go Ahead And Break My Heart,Blake Shelton,Country,country,1
4273,Go Flex,Post Malone,"Trap,Rap",rap,2
4275,Go Get It,T.I.,"Atlanta,Trap,Rap",rap,3
4276,Go Getta,Young Jeezy,Rap,rap,1
4277,Go Girl,Ciara,"R&;B,Rap",r&b,2
4278,Go Girl,Ciara,"R&;B,Rap",rap,2
4279,Go Girl,Pitbull,Rap,rap,1
4280,Go Hard,DJ Khaled,Rap,rap,1
4281,Go Hard Or Go Home,"Wiz Khalifa, Iggy Azalea",Rap,rap,1
4282,Go Legend,"Big Sean, Metro Boomin","Trap,Rap",rap,2
4283,Go Loko,"YG, Tyga, Jon Z","Trap,Puerto Rico,West Coast,Rap",rap,4
4285,Go On,George Strait,"Country,Rock",country,2
4286,Go On,George Strait,"Country,Rock",rock,2
4287,Go On Girl,Ne,R&;B,r&b,1
4288,Go Your Own Way,Glee Cast,"Alternative,Indie,Screen,Soundtrack,Cover,Pop",alternative/indie,6
4290,Go Your Own Way,Glee Cast,"Alternative,Indie,Screen,Soundtrack,Cover,Pop",pop,6
4291,Go!,Common,Rap,rap,1
4292,God Bless America,Daniel Rodriguez,Pop,pop,1
4293,God Bless The USA,Lee Greenwood,Rock,rock,1
4294,God Gave Me You,Blake Shelton,"Country,Rock",country,2
4295,God Gave Me You,Blake Shelton,"Country,Rock",rock,2
4296,God In Me,Mary Mary,"R&;B,Gospel",r&b,2
4299,God Is A Woman,Ariana Grande,"Feminism,Alternative R&;B,Electro-Pop,Trap,R&;B,Pop",alternative/indie,6
4300,God Is A Woman,Ariana Grande,"Feminism,Alternative R&;B,Electro-Pop,Trap,R&;B,Pop",pop,6
4301,God Is A Woman,Ariana Grande,"Feminism,Alternative R&;B,Electro-Pop,Trap,R&;B,Pop",rap,6
4302,God Is A Woman,Ariana Grande,"Feminism,Alternative R&;B,Electro-Pop,Trap,R&;B,Pop",r&b,6
4303,God Love Her,Toby Keith,"Country,Rock",country,2
4304,God Love Her,Toby Keith,"Country,Rock",rock,2
4305,God Made Girls,RaeLynn,Country,country,1
4306,God Must Be Busy,"Brooks, Dunn",Country,country,1
4307,God Must Have Spent A Little More Time On You,Alabama,Country,country,1
4308,God Only Knows,"Jordan Smith, Adam Levine",Pop,pop,1
4309,God's Country,Blake Shelton,Country,country,1
4310,God's Plan,Drake,"Hip-Hop,Trap,Pop,Rap,Canada",hip hop,5
4311,God's Plan,Drake,"Hip-Hop,Trap,Pop,Rap,Canada",rap,5
4312,God's Plan,Drake,"Hip-Hop,Trap,Pop,Rap,Canada",pop,5
4314,God's Will,Martina McBride,Country,country,1
4316,"God, Your Mama, And Me",Florida Georgia Line,"Boy Band,Country,Pop",country,3
4317,"God, Your Mama, And Me",Florida Georgia Line,"Boy Band,Country,Pop",pop,3
4319,God.,Kendrick Lamar,"Gospel,Conscious Hip-Hop,Pop,Christian,Trap,West Coast,Rap",hip hop,7
4320,God.,Kendrick Lamar,"Gospel,Conscious Hip-Hop,Pop,Christian,Trap,West Coast,Rap",pop,7
4321,God.,Kendrick Lamar,"Gospel,Conscious Hip-Hop,Pop,Christian,Trap,West Coast,Rap",rap,7
4322,Goin' Crazy,Natalie,Pop,pop,1
4324,Going Bad,Meek Mill,"East Coast,Canada,Rap",rap,3
4325,Going Down!,XXXTENTACION,"Trap,Rap",rap,2
4326,Going On,Gnarls Barkley,"Pop,Psychedelic,Soul,Psychedelic Rock,Soul Pop,R&;B,Rock",pop,7
4328,Going On,Gnarls Barkley,"Pop,Psychedelic,Soul,Psychedelic Rock,Soul Pop,R&;B,Rock",rock,7
4329,Going On,Gnarls Barkley,"Pop,Psychedelic,Soul,Psychedelic Rock,Soul Pop,R&;B,Rock",r&b,7
4331,Gold,Britt Nicole,"Christian,Pop",pop,2
4333,Gold,Kiiara,"Glitch,Electro-Pop,Electronic,Pop",pop,4
4334,Gold,Kiiara,"Glitch,Electro-Pop,Electronic,Pop",dance/electronic/house,4
4335,Gold Digger,Kanye West,"Hip-Hop,Rap,Producer",hip hop,3
4336,Gold Digger,Kanye West,"Hip-Hop,Rap,Producer",rap,3
4338,Gold Lion,Yeah Yeah Yeahs,Rock,rock,1
4339,Gold On The Ceiling,The Black Keys,"Blues Rock,Rock",rock,2
4341,Gone,'N Sync,"Adult Contemporary,Acoustic,Soul Pop,R&;B,Boy Band,Pop",pop,6
4342,Gone,'N Sync,"Adult Contemporary,Acoustic,Soul Pop,R&;B,Boy Band,Pop",r&b,6
